Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial,CouncilDistrict
Q01241725-I1,QUEENS,,10/28/2025,11/4/2025,6,12/19/2025,245.0,,Permit Entire,4051519,406,40.73572,-73.85002,108-20,62 DRIVE,4,2166,15,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts,24
X01304018-I1,BRONX,,10/28/2025,11/4/2025,6,4/25/2026,159.0,,Permit Entire,2129177,209,40.82831,-73.86768,1123,COMMONWEALTH AVENUE,2,3751,68,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,18
X01308765-I1,BRONX,,10/28/2025,11/4/2025,6,1/1/2026,24.0,,Permit Entire,2015046,205,40.85596,-73.91665,1955,SEDGWICK AVENUE,2,3230,5,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,14
X01309260-I1,BRONX,,10/28/2025,11/4/2025,6,12/19/2025,79.0,,Permit Entire,2014287,207,40.85941,-73.90399,15,EVELYN PLACE,2,3198,110,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,14
S01299412-I1,STATEN ISLAND,,10/28/2025,11/4/2025,6,1/27/2026,31.0,,Permit Entire,5113454,501,40.61827,-74.09327,1,CAMPUS ROAD,5,620,1,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,49
X01308935-I1,BRONX,,10/27/2025,11/4/2025,7,9/8/2026,92.0,,Permit Entire,2099804,202,40.82593,-73.8952,910,EAST  167 STREET,2,2716,135,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,17
X01308175-I1,BRONX,,10/27/2025,11/4/2025,7,12/19/2025,66.0,,Permit Entire,2004461,201,40.81638,-73.91007,643,CAULDWELL AVENUE,2,2624,84,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,17
X01293335-I1,BRONX,,10/27/2025,11/4/2025,7,11/14/2025,225.0,,Permit Entire,2013946,205,40.85372,-73.90588,57,EAST BURNSIDE AVENUE,2,3178,1,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,14
Q01303978-I1,QUEENS,,10/27/2025,11/4/2025,7,3/2/2026,60.0,,Permit Entire,4001282,402,40.74408,-73.91538,43-11,49 STREET,4,138,7,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,26
Q01302993-I1,QUEENS,,10/27/2025,11/4/2025,7,3/8/2026,29.0,,Permit Entire,4011384,401,40.76672,-73.91232,25-45,STEINWAY STREET,4,684,28,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,22
M01303221-I1,MANHATTAN,,10/27/2025,11/4/2025,7,4/1/2026,129.0,,Permit Entire,1014743,104,40.74209,-73.99612,155,WEST   20 STREET,1,796,7,Always Fast Services Corp,1,DOB NOW,Local Law 11,Commercial District/Overlay,03
M01303864-I1,MANHATTAN,,10/27/2025,11/4/2025,7,2/28/2026,60.0,,Permit Entire,1079136,102,40.72104,-73.99883,419,BROOME STREET,1,473,7505,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,01
M01304491-I1,MANHATTAN,,10/27/2025,11/4/2025,7,2/1/2026,30.0,,Permit Entire,1031509,107,40.7872,-73.96923,25,WEST   88 STREET,1,1202,22,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,06
M01307757-I1,MANHATTAN,,10/27/2025,11/4/2025,7,3/2/2026,60.0,,Permit Entire,1088336,103,40.72075,-73.9845,19,CLINTON STREET,1,350,26,Always Fast Services Corp,1,DOB NOW,Local Law 11,Commercial District/Overlay,02
M01309087-I1,MANHATTAN,,10/27/2025,11/4/2025,7,12/31/2025,300.0,,Permit Entire,1056004,107,40.80098,-73.96237,105,WEST  108 STREET,1,1863,26,Alsieux Architecture  LLC.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,07
M01307414-I1,MANHATTAN,,10/27/2025,11/4/2025,7,4/14/2026,34.0,,Permit Entire,1001784,103,40.71512,-73.99857,34,PELL STREET,1,163,13,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,01
M01307681-I1,MANHATTAN,,10/27/2025,11/4/2025,7,3/31/2026,30.0,,Permit Entire,1033707,107,40.79428,-73.97152,214,WEST   96 STREET,1,1243,42,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,07
M01307399-I1,MANHATTAN,,10/27/2025,11/4/2025,7,4/1/2026,216.0,,Permit Entire,1038465,106,40.75636,-73.96952,211,EAST   51 STREET,1,1325,7503,Always Fast Services Corp,1,DOB NOW,Local Law 11,Other Zoning Districts,04
M01307389-I1,MANHATTAN,,10/27/2025,11/4/2025,7,9/29/2026,780.0,,Permit Entire,1079357,111,40.7971,-73.93691,306,EAST  117 STREET,1,1688,45,Always Fast Services Corp,1,DOB NOW,Local Law 11,Commercial District/Overlay,08
M01307391-I1,MANHATTAN,,10/27/2025,11/4/2025,7,9/29/2026,328.0,,Permit Entire,1084043,110,40.80428,-73.95234,201,WEST  117 STREET,1,1923,29,Always Fast Services Corp,1,DOB NOW,Local Law 11,Commercial District/Overlay,09
M01306099-I1,MANHATTAN,,10/27/2025,11/4/2025,7,8/14/2026,40.0,,Permit Entire,1001883,101,40.71663,-74.00487,93,WORTH STREET,1,173,7504,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Commercial District/Overlay,01
M01306539-I1,MANHATTAN,,10/27/2025,11/4/2025,7,10/27/2026,560.0,,Permit Entire,1083846,107,40.78135,-73.97406,200,CENTRAL PARK WEST,1,1130,1,HC PEC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,06
M01305174-I1,MANHATTAN,,10/27/2025,11/4/2025,7,1/12/2026,116.0,,Permit Entire,1007554,102,40.7225,-73.99721,63,SPRING STREET,1,496,34,GEIGER E&A GROUP CORP.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,01
M01305658-I1,MANHATTAN,,10/27/2025,11/4/2025,7,3/24/2026,50.0,,Permit Entire,1004156,103,40.7165,-73.98764,384,GRAND STREET,1,346,95,REL Engineering PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,01
M01306262-I1,MANHATTAN,,10/27/2025,11/4/2025,7,3/6/2026,52.0,,Permit Entire,1016089,105,40.73718,-73.99091,22,EAST   17 STREET,1,844,26,CONAPAC SERVICES  DBA,1,DOB NOW,Local Law 11,Other Zoning Districts,02
M01306300-I1,MANHATTAN,,10/27/2025,11/4/2025,7,9/5/2026,28.0,,Permit Entire,1089856,103,40.72746,-73.98284,445,EAST    9 STREET,1,437,133,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,02
M01295737-I1,MANHATTAN,,10/27/2025,11/4/2025,7,11/16/2025,91.0,,Permit Entire,1048696,108,40.77672,-73.95447,213,EAST   83 STREET,1,1529,8,Soni Engineering Consulting,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,05
B01307380-I1,BROOKLYN,,10/27/2025,11/4/2025,7,9/29/2026,20.0,,Permit Entire,3153543,310,40.62169,-74.02712,458,86 STREET,3,6045,29,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,47
B01307381-I1,BROOKLYN,,10/27/2025,11/4/2025,7,9/29/2026,40.0,,Permit Entire,3153544,310,40.62164,-74.02703,460,86 STREET,3,6045,30,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,47
B01307382-I1,BROOKLYN,,10/27/2025,11/4/2025,7,9/29/2026,20.0,,Permit Entire,3153545,310,40.62159,-74.02694,464,86 STREET,3,6045,32,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,47
B01307383-I1,BROOKLYN,,10/27/2025,11/4/2025,7,9/29/2026,19.0,,Permit Entire,3153546,310,40.62155,-74.02688,468,86 STREET,3,6045,33,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,47
B01307386-I1,BROOKLYN,,10/27/2025,11/4/2025,7,9/29/2026,53.0,,Permit Entire,3153547,310,40.62149,-74.02678,474,86 STREET,3,6045,35,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,47
B01307402-I1,BROOKLYN,,10/27/2025,11/4/2025,7,4/14/2026,90.0,,Permit Entire,3161606,311,40.60807,-73.99147,2073,78 STREET,3,6251,47,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,43
B01308555-I1,BROOKLYN,,10/27/2025,11/4/2025,7,4/24/2026,30.0,,Permit Entire,3027629,308,40.68148,-73.97297,521,DEAN STREET,3,1128,76,BANGASH ASSOCIATES INC.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,35
B00783553-I1,BROOKLYN,,10/27/2025,11/4/2025,7,9/29/2026,25.0,,Permit Entire,3153540,310,40.62179,-74.02728,452,86 STREET,3,6045,26,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,47
B01306493-I1,BROOKLYN,,10/24/2025,11/4/2025,10,12/22/2025,34.0,,Permit Entire,3050782,303,40.68875,-73.9395,258,MARCUS GARVEY BOULEVARD,3,1806,40,MS CONSULTING,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,36
B01307689-I1,BROOKLYN,,10/24/2025,11/4/2025,10,12/19/2025,31.0,,Permit Entire,3080413,304,40.68208,-73.90674,34,FURMAN AVENUE,3,3466,24,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,37
B01307710-I1,BROOKLYN,,10/24/2025,11/4/2025,10,11/16/2025,16.0,,Permit Entire,3048945,303,40.69195,-73.9553,937,BEDFORD AVENUE,3,1762,16,Soni Engineering Consulting,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,33
B01307847-I1,BROOKLYN,,10/24/2025,11/4/2025,10,10/6/2026,35.0,,Permit Entire,3002746,302,40.69105,-73.99579,309,HENRY STREET,3,275,25,Volume Space Consulting Inc,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,33
B01307906-I1,BROOKLYN,,10/24/2025,11/4/2025,10,8/10/2026,95.0,,Permit Entire,3052904,303,40.68337,-73.93829,361,HALSEY STREET,3,1841,44,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,36
B01306014-I1,BROOKLYN,,10/24/2025,11/4/2025,10,8/27/2026,302.0,,Permit Entire,3196585,313,40.57736,-73.96912,3000,OCEAN PARKWAY,3,7274,35,PR,1,DOB NOW,Local Law 11,Other Zoning Districts,48
B01306086-I1,BROOKLYN,,10/24/2025,11/4/2025,10,3/1/2026,93.0,,Permit Entire,3127735,314,40.63372,-73.97027,3821,18 AVENUE,3,5417,29,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,40
B01306120-I1,BROOKLYN,,10/24/2025,11/4/2025,10,7/26/2026,35.0,,Permit Entire,3023239,306,40.66647,-73.98717,293,13 STREET,3,1029,63,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,39
B01302139-I1,BROOKLYN,,10/24/2025,11/4/2025,10,12/20/2025,25.0,,Permit Entire,3130268,312,40.62575,-73.98315,1802,53 STREET,3,5480,8,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,44
B01253232-I1,BROOKLYN,,10/24/2025,11/4/2025,10,1/1/2026,100.0,,Permit Entire,3058531,302,40.69075,-73.9709,225,ADELPHI STREET,3,2091,3,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,35
M01293775-I1,MANHATTAN,,10/24/2025,11/4/2025,10,10/14/2026,98.0,,Permit Entire,1087822,108,40.78366,-73.94711,1844,2 AVENUE,1,1558,3,S&J ENGINEERS PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,08
M01298939-I1,MANHATTAN,,10/24/2025,11/4/2025,10,2/1/2026,35.0,,Permit Entire,1016115,105,40.73773,-73.99118,11,EAST   17 STREET,1,846,11,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,03
M01298957-I1,MANHATTAN,,10/24/2025,11/4/2025,10,2/1/2026,76.0,,Permit Entire,1015418,105,40.73844,-73.99293,11,WEST   17 STREET,1,819,31,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,03
M01299107-I1,MANHATTAN,,10/24/2025,11/4/2025,10,5/15/2026,77.0,,Permit Entire,1080355,104,40.74224,-74.00726,450,WEST   15 STREET,1,712,1,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,03
M01304882-I1,MANHATTAN,,10/24/2025,11/4/2025,10,9/21/2026,38.0,,Permit Entire,1044767,108,40.76608,-73.95842,350,EAST   69 STREET,1,1443,36,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,05
M01307706-I1,MANHATTAN,,10/24/2025,11/4/2025,10,10/14/2026,30.0,,Permit Entire,1059666,109,40.81124,-73.96032,530,WEST  122 STREET,1,1976,55,KMA DESIGNS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,07
M01304093-I1,MANHATTAN,,10/24/2025,11/4/2025,10,12/31/2025,28.0,,Permit Entire,1046660,108,40.77834,-73.96226,998,5 AVENUE,1,1493,1,URBAN INTEGRATIONS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,04
Q01302853-I1,QUEENS,,10/24/2025,11/4/2025,10,12/8/2025,63.0,,Permit Entire,4624963,412,40.71386,-73.77747,184-12,HILLSIDE AVENUE,4,9931,29,MCHENERY TESTING LAB,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,23
Q01307395-I1,QUEENS,,10/24/2025,11/4/2025,10,10/14/2026,497.0,,Permit Entire,4003135,402,40.74692,-73.92881,42-03,35 STREET,4,218,13,S&J ENGINEERS PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,26
Q01296775-I1,QUEENS,,10/24/2025,11/4/2025,10,7/20/2026,23.0,,Permit Entire,4195913,409,40.69968,-73.83123,118-12,JAMAICA AVENUE,4,9328,5,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,29
X01308204-I1,BRONX,,10/24/2025,11/4/2025,10,12/19/2025,66.0,,Permit Entire,2004460,201,40.81653,-73.91001,647,CAULDWELL AVENUE,2,2624,82,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,17
X01306826-I1,BRONX,,10/23/2025,11/4/2025,11,12/19/2025,325.0,,Permit Entire,2014837,207,40.866,-73.90399,2500,WEBB AVENUE,2,3220,1,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,14
X01306893-I1,BRONX,,10/23/2025,11/4/2025,11,3/2/2026,46.0,,Permit Entire,2086344,208,40.90852,-73.90397,5997,RIVERDALE AVENUE,2,5957,173,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,11
Q01306759-I1,QUEENS,,10/23/2025,11/4/2025,11,5/25/2026,142.0,,Permit Entire,4005043,401,40.75048,-73.93694,29-28,41 AVENUE,4,418,14,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,26
Q01304694-I1,QUEENS,,10/23/2025,11/4/2025,11,12/31/2025,270.0,,Permit Entire,4072812,406,40.72731,-73.8645,91-41,63 DRIVE,4,3103,43,GEIGER E&A GROUP CORP.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,30
Q01302721-I1,QUEENS,,10/23/2025,11/4/2025,11,8/28/2026,424.0,,Permit Entire,4451492,408,40.72845,-73.81674,150-11,72 ROAD,4,6698,40,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts,24
Q01302747-I1,QUEENS,,10/23/2025,11/4/2025,11,8/28/2026,317.0,,Permit Entire,4451493,408,40.72845,-73.81674,150-15,72 ROAD,4,6698,40,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts,24
Q01302757-I1,QUEENS,,10/23/2025,11/4/2025,11,8/28/2026,227.0,,Permit Entire,4451489,408,40.72845,-73.81674,150-20,71 AVENUE,4,6698,40,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts,24
Q01302770-I1,QUEENS,,10/23/2025,11/4/2025,11,8/28/2026,334.0,,Permit Entire,4451496,408,40.72845,-73.81674,150-10,71 AVENUE,4,6698,40,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts,24
M01306743-I1,MANHATTAN,,10/23/2025,11/4/2025,11,6/26/2026,30.0,,Permit Entire,1009003,102,40.73226,-73.99047,102,4 AVENUE,1,557,30,PAUL G. JONES  P.E.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,02
M01307026-I1,MANHATTAN,,10/23/2025,11/4/2025,11,8/1/2026,218.0,,Permit Entire,1060110,110,40.8192,-73.93865,131,WEST  142 STREET,1,2011,20,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,09
M01306162-I1,MANHATTAN,,10/23/2025,11/4/2025,11,9/5/2026,33.0,,Permit Entire,1077656,103,40.72754,-73.98302,441,EAST    9 STREET,1,437,31,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,02
M01305933-I1,MANHATTAN,,10/23/2025,11/4/2025,11,9/5/2026,90.0,,Permit Entire,1084035,107,40.79642,-73.96922,225,WEST   99 STREET,1,1871,29,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,07
M01306333-I1,MANHATTAN,,10/23/2025,11/4/2025,11,9/21/2026,48.0,,Permit Entire,1010699,102,40.73396,-74.00186,45,CHRISTOPHER STREET,1,610,7501,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Other Zoning Districts,03
M01305122-I1,MANHATTAN,,10/23/2025,11/4/2025,11,10/14/2026,100.0,,Permit Entire,1015631,105,40.74427,-73.99075,38,WEST   26 STREET,1,827,68,S&J ENGINEERS PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,03
M01305439-I1,MANHATTAN,,10/23/2025,11/4/2025,11,2/1/2026,91.0,,Permit Entire,1068169,104,40.73975,-73.99716,130,WEST   17 STREET,1,792,7503,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,03
M01305259-I1,MANHATTAN,,10/23/2025,11/4/2025,11,3/31/2026,115.0,,Permit Entire,1032611,107,40.79297,-73.96853,110,WEST   96 STREET,1,1226,40,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,07
M01305278-I1,MANHATTAN,,10/23/2025,11/4/2025,11,8/28/2026,60.0,,Permit Entire,1055300,107,40.79461,-73.96294,407,CENTRAL PARK WEST,1,1836,31,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts,07
M01293309-I1,MANHATTAN,,10/23/2025,11/4/2025,11,9/5/2026,110.0,,Permit Entire,1088333,103,40.72001,-73.98303,196,STANTON STREET,1,345,7502,MJE PROFESSIONAL SERVICES,0,DOB NOW,Local Law 11,Other Zoning Districts,02
B01302768-I1,BROOKLYN,,10/23/2025,11/4/2025,11,8/14/2026,31.0,,Permit Entire,3059226,302,40.68589,-73.97663,122,FORT GREENE PLACE,3,2112,7501,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,35
B01303606-I1,BROOKLYN,,10/23/2025,11/4/2025,11,6/9/2026,32.0,,Permit Entire,3019885,306,40.67519,-73.97668,821,UNION STREET,3,954,62,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,39
B01305818-I1,BROOKLYN,,10/23/2025,11/4/2025,11,7/26/2026,30.0,,Permit Entire,3057536,302,40.68332,-73.96715,856,FULTON STREET,3,2010,34,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,35
B01301837-I1,BROOKLYN,,10/23/2025,11/4/2025,11,4/1/2026,46.0,,Permit Entire,3250373,302,40.70107,-73.99187,75,POPLAR STREET,3,207,7502,Always Fast Services Corp,1,DOB NOW,Local Law 11,Other Zoning Districts,33
B01271023-I1,BROOKLYN,,10/23/2025,11/4/2025,11,12/31/2025,273.0,,Permit Entire,3008517,306,40.67482,-74.00139,595,CLINTON STREET,3,552,5,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay,38
B01306659-I1,BROOKLYN,,10/23/2025,11/4/2025,11,5/17/2026,29.0,,Permit Entire,3055417,303,40.68986,-73.9559,277,SKILLMAN STREET,3,1942,4,BANGASH ASSOCIATES INC.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,36
B01306205-I1,BROOKLYN,,10/23/2025,11/4/2025,11,12/22/2025,32.0,,Permit Entire,3032889,309,40.66952,-73.95437,426,EASTERN PARKWAY,3,1267,16,KMA DESIGNS LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,35
B01305569-I1,BROOKLYN,,10/22/2025,11/4/2025,12,11/16/2025,65.0,,Permit Entire,3131321,312,40.61863,-73.97811,2145,58 STREET,3,5501,55,Soni Engineering Consulting,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,44
B01305575-I1,BROOKLYN,,10/22/2025,11/4/2025,12,11/16/2025,51.0,,Permit Entire,3429917,312,40.61866,-73.97816,2143,58 STREET,3,5501,155,Soni Engineering Consulting,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,44
B01306184-I1,BROOKLYN,,10/22/2025,11/4/2025,12,11/16/2025,34.0,,Permit Entire,3068642,301,40.71449,-73.95033,30,CONSELYEA STREET,3,2756,16,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,34
B01303518-I1,BROOKLYN,,10/22/2025,11/4/2025,12,3/1/2026,135.0,,Permit Entire,3230968,318,40.64161,-73.89785,1625,ROCKAWAY PARKWAY,3,8224,22,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,46
B01302901-I1,BROOKLYN,,10/22/2025,11/4/2025,12,7/26/2026,30.0,,Permit Entire,3080722,316,40.66924,-73.91513,1581,PITKIN AVENUE,3,3495,38,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,41
B01206425-I1,BROOKLYN,,10/22/2025,11/4/2025,12,5/3/2026,213.0,,Permit Entire,3115917,314,40.65417,-73.96216,354,OCEAN AVENUE,3,5053,38,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,40
M01305226-I1,MANHATTAN,,10/22/2025,11/4/2025,12,7/18/2026,35.0,,Permit Entire,1042851,108,40.77045,-73.96076,182,EAST   73 STREET,1,1407,41,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,04
M01306423-I1,MANHATTAN,,10/22/2025,11/4/2025,12,9/5/2026,69.0,,Permit Entire,1089857,103,40.72742,-73.98275,447,EAST    9 STREET,1,437,134,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,02
M01305701-I1,MANHATTAN,,10/22/2025,11/4/2025,12,3/22/2026,115.0,,Permit Entire,1033196,107,40.7888,-73.97694,257,WEST   86 STREET,1,1234,7,HD GROUP,1,DOB NOW,Local Law 11,Other Zoning Districts,06
M01306179-I1,MANHATTAN,,10/22/2025,11/4/2025,12,9/5/2026,28.0,,Permit Entire,1089855,103,40.7275,-73.98293,443,EAST    9 STREET,1,437,132,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,02
M01302899-I1,MANHATTAN,,10/22/2025,11/4/2025,12,9/5/2026,100.0,,Permit Entire,1063252,112,40.83453,-73.94703,790,RIVERSIDE DRIVE,1,2134,71,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,07
M01299541-I1,MANHATTAN,,10/22/2025,11/4/2025,12,4/1/2026,35.0,,Permit Entire,1026411,104,40.7603,-73.99246,415,WEST   44 STREET,1,1054,23,BLACK SHEEP ENGINEERING GROUP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,03
Q01299653-I1,QUEENS,,10/22/2025,11/4/2025,12,3/9/2026,80.0,,Permit Entire,4112550,407,40.76729,-73.82679,33-23,UNION STREET,4,4981,9,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,20
Q00295717-S1,QUEENS,,10/22/2025,11/4/2025,12,5/4/2026,170.0,,Permit Entire,4050542,406,40.73525,-73.85669,99-44,62 AVENUE,4,2107,24,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts,24
X01306550-I1,BRONX,,10/22/2025,11/4/2025,12,10/6/2026,455.0,,Permit Entire,2017346,207,40.87578,-73.88654,3155,GRAND CONCOURSE,2,3311,87,Volume Space Consulting Inc,1,DOB NOW,Local Law 11,Other Zoning Districts,11
X01298151-I1,BRONX,,10/22/2025,11/4/2025,12,11/9/2025,158.0,,Permit Entire,2008606,205,40.85351,-73.91037,1930,HARRISON AVENUE,2,2869,116,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,14
X01297298-I1,BRONX,,10/21/2025,11/4/2025,13,8/1/2026,247.0,,Permit Entire,2017341,207,40.87711,-73.88589,3205,GRAND CONCOURSE,2,3311,51,Always Fast Services Corp,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,11
X01304524-S1,BRONX,,10/21/2025,11/4/2025,13,5/4/2026,175.0,,Permit Entire,2058144,212,40.8845,-73.86126,720,EAST  221 STREET,2,4668,65,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts,12
Q01305474-I1,QUEENS,,10/21/2025,11/4/2025,13,10/6/2026,50.0,,Permit Entire,4112122,407,40.76393,-73.8331,134-04,35 AVENUE,4,4958,10,Volume Space Consulting Inc,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,20
Q01305723-I1,QUEENS,,10/21/2025,11/4/2025,13,1/1/2026,87.0,,Permit Entire,4009157,401,40.76611,-73.91837,28-47,34 STREET,4,628,3,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,22
